timestamp,sample_count,seq,f_ch1_delta,f_ch1_theta,f_ch1_alpha,f_ch1_beta,f_ch1_gamma,f_ch2_delta,f_ch2_theta,f_ch2_alpha,f_ch2_beta,f_ch2_gamma
1775732172.7980824,32000,255,4.2413225173950195,3.6798346042633057,5.160915851593018,2.67627215385437,2.2638964653015137,3.831026077270508,4.049930095672607,5.073080539703369,2.6628143787384033,2.281036138534546
1775732173.8265333,32250,249,4.020080089569092,3.648176431655884,5.160219669342041,2.607363700866699,2.2455008029937744,3.329725980758667,4.04626989364624,5.071804523468018,2.600764036178589,2.2652666568756104
1775732174.8308682,32500,243,3.8074188232421875,3.614240884780884,5.1615891456604,2.523620128631592,2.223206043243408,2.646960735321045,4.0437188148498535,5.072682857513428,2.5513274669647217,2.252155065536499
1775732175.7982876,32750,237,3.677584648132324,3.593494176864624,5.1667094230651855,2.4619455337524414,2.215254306793213,2.1897287368774414,4.034213542938232,5.072659015655518,2.5135366916656494,2.244736671447754
1775732176.8263953,33000,231,3.6891868114471436,3.5966262817382812,5.167568683624268,2.4440255165100098,2.2182772159576416,1.9807353019714355,4.035571575164795,5.0735931396484375,2.531256675720215,2.2510898113250732
1775732177.801147,33250,225,3.694666624069214,3.5997190475463867,5.166343688964844,2.456965684890747,2.2195146083831787,1.9967166185379028,4.038054943084717,5.072540283203125,2.5193960666656494,2.2478835582733154
1775732178.82311,33500,219,3.6695022583007812,3.5996510982513428,5.162452697753906,2.4681129455566406,2.239015817642212,1.9811395406723022,4.04439115524292,5.070812702178955,2.510868787765503,2.242588758468628
1775732179.8356647,33750,213,3.675128221511841,3.5989620685577393,5.1602253913879395,2.492598533630371,2.2432587146759033,2.060826301574707,4.05079460144043,5.071081161499023,2.4937336444854736,2.2324984073638916
1775732180.801244,34000,207,3.8813953399658203,3.6334259510040283,5.1593708992004395,2.5960066318511963,2.279963254928589,2.723830461502075,4.053887367248535,5.073519229888916,2.5665957927703857,2.2532637119293213
1775732181.798877,34250,201,4.098185062408447,3.671503782272339,5.159527778625488,2.7038347721099854,2.296154022216797,3.3475162982940674,4.056237697601318,5.07615327835083,2.6364285945892334,2.2765958309173584
