timestamp,sample_count,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
1776940544.4894176,62500,-11.407129287719727,-11.357248306274414,-11.560272216796875,-11.365585327148438,-12.354021072387695,-11.433356285095215,-11.350281715393066,-11.39045524597168,-11.296316146850586,-12.288528442382812
1776940545.489193,63000,-11.484651565551758,-11.457147598266602,-11.594698905944824,-11.31562614440918,-12.36915111541748,-11.459742546081543,-11.400035858154297,-11.433062553405762,-11.233572959899902,-12.29591178894043
1776940546.4890718,63500,-11.545498847961426,-11.553942680358887,-11.558862686157227,-11.26467227935791,-12.367815017700195,-11.463987350463867,-11.481668472290039,-11.414671897888184,-11.189545631408691,-12.289493560791016
1776940547.489209,64000,-11.446660041809082,-11.50727367401123,-11.478399276733398,-11.231687545776367,-12.344356536865234,-11.38871955871582,-11.425193786621094,-11.349771499633789,-11.15701675415039,-12.243963241577148
1776940548.4896834,64500,-11.378883361816406,-11.46863079071045,-11.425579071044922,-11.251348495483398,-12.258612632751465,-11.333688735961914,-11.37698745727539,-11.29955005645752,-11.177251815795898,-12.15983772277832
1776940549.489059,65000,-11.32737922668457,-11.373066902160645,-11.385171890258789,-11.247145652770996,-12.186506271362305,-11.274991989135742,-11.278855323791504,-11.251493453979492,-11.177027702331543,-12.076337814331055
1776940550.489236,65500,-11.277546882629395,-11.265382766723633,-11.335474014282227,-11.241686820983887,-12.123970985412598,-11.202415466308594,-11.164053916931152,-11.184764862060547,-11.176152229309082,-12.014881134033203
1776940551.489141,66000,-11.281106948852539,-11.194478034973145,-11.354216575622559,-11.250814437866211,-12.058616638183594,-11.169660568237305,-11.079184532165527,-11.194199562072754,-11.188920974731445,-11.947084426879883
1776940552.4894214,66500,-11.367329597473145,-11.203873634338379,-11.383296012878418,-11.242444038391113,-12.053337097167969,-11.24109935760498,-11.086406707763672,-11.221765518188477,-11.184362411499023,-11.932058334350586
1776940553.4892802,67000,-11.36958122253418,-11.231907844543457,-11.412801742553711,-11.248321533203125,-12.091468811035156,-11.24611759185791,-11.109434127807617,-11.250471115112305,-11.191533088684082,-11.955009460449219
1776940554.4889786,67500,-11.399469375610352,-11.280795097351074,-11.45621109008789,-11.26600456237793,-12.119382858276367,-11.279923439025879,-11.153164863586426,-11.293760299682617,-11.206491470336914,-11.970155715942383
1776940555.488967,68000,-11.429414749145508,-11.326650619506836,-11.46748161315918,-11.280385971069336,-12.165750503540039,-11.299820899963379,-11.198907852172852,-11.318931579589844,-11.219476699829102,-12.007654190063477
1776940556.4891038,68500,-11.422780990600586,-11.348204612731934,-11.410746574401855,-11.286285400390625,-12.226099014282227,-11.285730361938477,-11.220657348632812,-11.278142929077148,-11.22773551940918,-12.056097984313965
1776940557.4890597,69000,-11.411651611328125,-11.414767265319824,-11.333857536315918,-11.306669235229492,-12.241374015808105,-11.256317138671875,-11.290602684020996,-11.221189498901367,-11.252991676330566,-12.076560974121094
1776940558.4891043,69500,-11.479554176330566,-11.458528518676758,-11.253369331359863,-11.320585250854492,-12.276203155517578,-11.332876205444336,-11.338028907775879,-11.15510368347168,-11.2760648727417,-12.11640739440918
1776940559.4890082,70000,-11.474462509155273,-11.500096321105957,-11.154393196105957,-11.331184387207031,-12.306680679321289,-11.336773872375488,-11.391596794128418,-11.065681457519531,-11.295059204101562,-12.152946472167969
1776940560.489274,70500,-11.473068237304688,-11.522753715515137,-11.089147567749023,-11.356266021728516,-12.33012580871582,-11.359230041503906,-11.422087669372559,-11.001511573791504,-11.320671081542969,-12.187453269958496
1776940561.4890828,71000,-11.403312683105469,-11.504362106323242,-11.074755668640137,-11.39222240447998,-12.35428524017334,-11.315092086791992,-11.40645980834961,-10.976031303405762,-11.350706100463867,-12.2249174118042
1776940562.489166,71500,-11.328798294067383,-11.432110786437988,-11.115511894226074,-11.412188529968262,-12.36774730682373,-11.262939453125,-11.332609176635742,-11.008124351501465,-11.360427856445312,-12.250739097595215
1776940563.4892561,72000,-11.230257034301758,-11.388238906860352,-11.1973295211792,-11.45621395111084,-12.380529403686523,-11.16124439239502,-11.288111686706543,-11.09748649597168,-11.394762992858887,-12.27380657196045
1776940564.4893582,72500,-11.219306945800781,-11.361441612243652,-11.303094863891602,-11.492154121398926,-12.394246101379395,-11.164041519165039,-11.256360054016113,-11.217653274536133,-11.424640655517578,-12.298070907592773
1776940565.4891865,73000,-11.187262535095215,-11.337604522705078,-11.351759910583496,-11.495054244995117,-12.34406852722168,-11.16714859008789,-11.238696098327637,-11.269739151000977,-11.429506301879883,-12.252484321594238
1776940566.4894125,73500,-11.188774108886719,-11.303858757019043,-11.32589054107666,-11.454059600830078,-12.285957336425781,-11.194887161254883,-11.207406997680664,-11.259759902954102,-11.399456024169922,-12.204643249511719
1776940567.488861,74000,-11.175699234008789,-11.259078025817871,-11.256179809570312,-11.406580924987793,-12.231219291687012,-11.192525863647461,-11.164812088012695,-11.199837684631348,-11.360282897949219,-12.152929306030273
1776940568.489071,74500,-11.152504920959473,-11.205592155456543,-11.14743423461914,-11.339385032653809,-12.162638664245605,-11.177148818969727,-11.11324405670166,-11.0903902053833,-11.299664497375488,-12.086877822875977
1776940569.4892938,75000,-11.087443351745605,-11.139809608459473,-11.017255783081055,-11.289718627929688,-12.136423110961914,-11.105756759643555,-11.038866996765137,-10.959157943725586,-11.25501823425293,-12.055456161499023
