timestamp,sample_count,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
1776940444.403067,12500,-11.209877014160156,-11.362344741821289,-11.303041458129883,-11.490839004516602,-12.3943510055542,-11.16077709197998,-11.256523132324219,-11.218145370483398,-11.424047470092773,-12.300189971923828
1776940445.4031146,13000,-11.182466506958008,-11.337804794311523,-11.353169441223145,-11.493471145629883,-12.343851089477539,-11.167116165161133,-11.238069534301758,-11.272378921508789,-11.428648948669434,-12.254251480102539
1776940446.403212,13500,-11.187459945678711,-11.303561210632324,-11.324857711791992,-11.453475952148438,-12.286393165588379,-11.197359085083008,-11.206319808959961,-11.25986099243164,-11.399398803710938,-12.206236839294434
1776940447.4032824,14000,-11.172868728637695,-11.25901985168457,-11.25538158416748,-11.406977653503418,-12.231761932373047,-11.192660331726074,-11.164464950561523,-11.200048446655273,-11.36154556274414,-12.153958320617676
1776940448.4032495,14500,-11.156041145324707,-11.207504272460938,-11.148255348205566,-11.340105056762695,-12.162830352783203,-11.185009956359863,-11.114891052246094,-11.092010498046875,-11.300468444824219,-12.086119651794434
1776940449.4031773,15000,-11.083818435668945,-11.139076232910156,-11.01795482635498,-11.29015064239502,-12.136470794677734,-11.102302551269531,-11.037748336791992,-10.960103034973145,-11.255891799926758,-12.055509567260742
1776940450.428819,15500,-11.065075874328613,-11.036258697509766,-10.945413589477539,-11.28816032409668,-12.163484573364258,-11.06682300567627,-10.9275484085083,-10.891179084777832,-11.246749877929688,-12.07227897644043
1776940451.403034,16000,-11.085546493530273,-10.984033584594727,-10.918620109558105,-11.327878952026367,-12.19550609588623,-11.063551902770996,-10.87474536895752,-10.86429214477539,-11.276251792907715,-12.089910507202148
1776940452.4032466,16500,-11.073029518127441,-10.955924034118652,-10.906846046447754,-11.362249374389648,-12.239628791809082,-11.035243034362793,-10.848172187805176,-10.849157333374023,-11.30246353149414,-12.116277694702148
1776940453.40313,17000,-10.99227237701416,-10.945090293884277,-10.931204795837402,-11.389566421508789,-12.306679725646973,-10.935919761657715,-10.844274520874023,-10.87153148651123,-11.31873893737793,-12.162110328674316
1776940454.4031668,17500,-10.99865436553955,-11.03242015838623,-10.988889694213867,-11.40937614440918,-12.313618659973145,-10.934556007385254,-10.934728622436523,-10.92558479309082,-11.327855110168457,-12.153196334838867
1776940455.4032197,18000,-11.008617401123047,-11.164017677307129,-11.038093566894531,-11.368597984313965,-12.324310302734375,-10.930135726928711,-11.056459426879883,-10.969778060913086,-11.289799690246582,-12.152832984924316
